分拣中心,日期,货量
SC56,2023-12-3,1.97E+12
SC56,2023-12-4,2.46E+12
SC56,2023-12-5,3.69E+12
SC56,2023-12-6,4.44E+12
SC56,2023-12-7,5.91E+12
SC56,2023-12-8,6.92E+12
SC56,2023-12-9,8.65E+12
SC56,2023-12-10,9.93E+12
SC56,2023-12-11,1.19E+13
SC56,2023-12-12,1.35E+13
SC56,2023-12-13,1.57E+13
SC56,2023-12-14,1.75E+13
SC56,2023-12-15,2E+13
SC56,2023-12-16,2.22E+13
SC56,2023-12-17,2.49E+13
SC56,2023-12-18,2.73E+13
SC56,2023-12-19,3.04E+13
SC56,2023-12-20,3.31E+13
SC56,2023-12-21,3.64E+13
SC56,2023-12-22,3.94E+13
SC56,2023-12-23,4.31E+13
SC56,2023-12-24,4.64E+13
SC56,2023-12-25,5.03E+13
SC56,2023-12-26,5.39E+13
SC56,2023-12-27,5.81E+13
SC56,2023-12-28,6.2E+13
SC56,2023-12-29,6.66E+13
SC56,2023-12-30,7.08E+13
SC63,2023-12-1,4.87E+11
SC63,2023-12-2,7.36E+11
SC63,2023-12-3,1.46E+12
SC63,2023-12-4,1.97E+12
SC63,2023-12-5,2.94E+12
SC63,2023-12-6,3.71E+12
SC63,2023-12-7,4.94E+12
SC63,2023-12-8,5.97E+12
SC63,2023-12-9,7.45E+12
SC63,2023-12-10,8.76E+12
SC63,2023-12-11,1.05E+13
SC63,2023-12-12,1.21E+13
SC63,2023-12-13,1.41E+13
SC63,2023-12-14,1.6E+13
SC63,2023-12-15,1.83E+13
SC63,2023-12-16,2.04E+13
SC63,2023-12-17,2.3E+13
SC63,2023-12-18,2.55E+13
SC63,2023-12-19,2.83E+13
SC63,2023-12-20,3.11E+13
SC63,2023-12-21,3.42E+13
SC63,2023-12-22,3.73E+13
SC63,2023-12-23,4.08E+13
SC63,2023-12-24,4.41E+13
SC63,2023-12-25,4.79E+13
SC63,2023-12-26,5.16E+13
SC63,2023-12-27,5.57E+13
SC63,2023-12-28,5.97E+13
SC63,2023-12-29,6.41E+13
SC63,2023-12-30,6.84E+13
